Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
27133,8rsfNQdio8,"Unit CTA1_24, Section CTA1_24-1",PERCENT07,1,R7C1,17/02/2006 12:28,17/02/2006 12:29,17/02/2006 12:29,17/02/2006 12:29,28,,28,0,1,0,1,Entering a given,279
27282,8rsfNQdio8,"Unit CTA1_25, Section CTA1_25-1",PERCENT09,1,R3C2,22/02/2006 12:35,22/02/2006 12:36,22/02/2006 12:37,22/02/2006 12:37,166,,166,0,2,6,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",175~~59~~98
27516,8rsfNQdio8,"Unit CTA1_26, Section CTA1_26-1",REAL01,1,R3C1,01/03/2006 12:32,01/03/2006 12:32,01/03/2006 12:32,01/03/2006 12:32,2,2,,1,0,0,1,Define Variable,97
27646,8rsfNQdio8,"Unit CTA1_27, Section CTA1_27-1",PROP18,1,ValidEquations,03/03/2006 12:30,03/03/2006 12:31,03/03/2006 12:31,03/03/2006 12:31,16,16,,1,0,0,2,,
28747,8rsfNQdio8,"Unit QuadLinearFuncTrans, Section QLFuncTrans11",TRANSFORMN031,2,ParentCurveChoice,24/03/2006 12:25,24/03/2006 12:25,24/03/2006 12:25,24/03/2006 12:25,1,1,,1,0,0,1,Identify Parent Curve,108
29118,9hs21hUG5O,"Unit ES_03, Section ES_03-6",EG52,2,4.2 = y-0.7y+5.4,21/09/2005 12:43,21/09/2005 12:44,21/09/2005 12:45,21/09/2005 12:45,91,,91,0,1,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",22
29562,9hs21hUG5O,"Unit CTA1_08, Section CTA1_08-3",FEB08,1,XLabel,19/10/2005 12:29,19/10/2005 12:29,19/10/2005 12:29,19/10/2005 12:29,9,9,,1,0,0,1,Labelling the axes,43
29985,9hs21hUG5O,"Unit ES_04, Section ES_04-15",LIT56,1,j*(t-w) = b,11/11/2005 12:40,11/11/2005 12:40,11/11/2005 12:40,11/11/2005 12:40,6,6,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Eliminate Parens; {[var expr]/[const expr] = [const expr], multiply; [var expr]*[const expr] = [const expr], divide}]",137~~3
30349,9hs21hUG5O,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R7C2,16/12/2005 12:22,16/12/2005 12:22,16/12/2005 12:22,16/12/2005 12:22,6,6,,1,0,0,1,Entering a given,69
30761,9hs21hUG5O,"Unit ES_07, Section ES_07-4",LIT65A,2,-K = (N*T-H*Q)/(M+S),15/02/2006 09:37,15/02/2006 09:37,15/02/2006 09:38,15/02/2006 09:38,45,,45,0,1,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Make variable positive; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",228~~10
31258,9hs21hUG5O,"Unit CTA1_12, Section CTA1_12-4",SYSFB04,1,R1C2,27/04/2006 12:40,27/04/2006 12:41,27/04/2006 12:41,27/04/2006 12:41,84,,84,0,1,0,1,,
31629,9hs21hUG5O,"Unit ES_05, Section ES_05-4",EG59A,5,-663+66 = -197/y,01/06/2006 12:44,01/06/2006 12:44,01/06/2006 12:44,01/06/2006 12:44,17,17,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],51
31646,b2W4ZO3uLV,"Unit CTA1_01, Section CTA1_01-1",LDEMO_WKST,1,R1C2,07/09/2005 12:48,07/09/2005 12:49,07/09/2005 12:49,07/09/2005 12:49,80,80,,1,0,0,1,,
31994,b2W4ZO3uLV,"Unit CTA1_14, Section CTA1_14-4",TPH15,1,R2C1,30/09/2005 12:15,30/09/2005 12:16,30/09/2005 12:16,30/09/2005 12:16,40,40,,1,0,0,1,Identifying units,33
32301,b2W4ZO3uLV,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",P-2X-2YGE9,2,ValidEquations,14/10/2005 12:23,14/10/2005 12:30,14/10/2005 12:30,14/10/2005 12:33,468,468,,1,0,0,2,,
32662,b2W4ZO3uLV,"Unit CTA1_15, Section CTA1_15-3",SYS09,2,R2C1,02/11/2005 12:17,02/11/2005 12:18,02/11/2005 12:18,02/11/2005 12:18,11,11,,1,0,0,1,Identifying units,64
32972,b2W4ZO3uLV,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE5TRE,2,R8C1,29/11/2005 12:20,29/11/2005 12:21,29/11/2005 12:21,29/11/2005 12:21,49,49,,1,0,0,1,Entering a computed linear value,42
33122,b2W4ZO3uLV,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1",EG-FACTOR09,1,a-factor-1,09/12/2005 13:13,09/12/2005 13:14,09/12/2005 13:14,09/12/2005 13:14,6,6,,1,0,0,2,,
33338,b2W4ZO3uLV,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR13,1,(8?sqrt(8^2-4*7*1))/14 = x,16/12/2005 12:46,16/12/2005 12:46,16/12/2005 12:46,16/12/2005 12:46,5,5,,1,0,0,1,,
33759,b2W4ZO3uLV,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD9TRE,1,xMax,01/02/2006 12:42,01/02/2006 12:42,01/02/2006 12:42,01/02/2006 12:42,21,,21,0,1,0,1,Changing axis bounds,59
33996,b2W4ZO3uLV,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS03,1,FinalAnswer,17/02/2006 12:24,17/02/2006 12:25,17/02/2006 12:25,17/02/2006 12:25,24,24,,1,0,0,1,perform-mult-sp,15
34135,b2W4ZO3uLV,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2",EG-EQS08,4,(6x^5)/(4x^5),22/02/2006 12:38,22/02/2006 12:38,22/02/2006 12:38,22/02/2006 12:38,34,34,,1,0,0,1,,
34440,b2W4ZO3uLV,"Unit CTA1_20, Section CTA1_20-2",1PTFB10,1,R6C1,08/03/2006 12:33,08/03/2006 12:33,08/03/2006 12:33,08/03/2006 12:33,8,8,,1,0,0,1,"Entering a given~~Convert unit, standard",327~~23
34747,b2W4ZO3uLV,"Unit CTA1_21, Section CTA1_21-3",JAN08,1,XUnit,29/03/2006 12:19,29/03/2006 12:19,29/03/2006 12:19,29/03/2006 12:19,4,4,,1,0,0,1,,
34997,b2W4ZO3uLV,"Unit CTA1_22, Section CTA1_22-1",SYSFB07,1,Intersection 1 Y,21/04/2006 12:34,21/04/2006 12:34,21/04/2006 12:34,21/04/2006 12:34,10,10,,1,0,0,1,Labelling point of intersection,38
35117,b2W4ZO3uLV,"Unit ES_06, Section ES_06-1",EG63A,4,190.01036161-(-6180.9968y) = 971.46+(-682.98y)-(-264176.664),03/05/2006 12:40,03/05/2006 12:40,03/05/2006 12:40,03/05/2006 12:40,2,2,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],23
35273,b2W4ZO3uLV,"Unit CTA1_24, Section CTA1_24-1",L3REAL21,3,R4C1,23/05/2006 12:37,23/05/2006 12:37,23/05/2006 12:37,23/05/2006 12:37,13,13,,1,0,0,1,Entering a given,419
35391,b2W4ZO3uLV,"Unit CTA1_25, Section CTA1_25-1",DEC07,1,R1C2,01/06/2006 12:42,01/06/2006 12:42,01/06/2006 12:42,01/06/2006 12:42,24,,24,0,0,3,1,,
35682,g209g5Vve6,"Unit CTA1_08, Section CTA1_08-3",REAL37,1,Slope Field 1,16/09/2005 12:33,16/09/2005 12:33,16/09/2005 12:33,16/09/2005 12:33,2,2,,1,0,0,1,Entering the slope,20
36252,g209g5Vve6,"Unit ES_04, Section ES_04-14",LIT23A,1,(n*j+56)/n = r/n,30/09/2005 12:34,30/09/2005 12:34,30/09/2005 12:34,30/09/2005 12:36,136,,136,0,6,4,3,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],28
36745,g209g5Vve6,"Unit CTA1_10, Section CTA1_10-4",DIST02_SP,1,ValidEquations,14/10/2005 12:34,14/10/2005 12:34,14/10/2005 12:34,14/10/2005 12:34,35,35,,1,0,0,1,,
37170,g209g5Vve6,"Unit ES_07, Section ES_07-4",LIT65A,2,(h*q-n*t)/(s+m) = k*(s+m)/(s+m),04/11/2005 12:40,04/11/2005 12:40,04/11/2005 12:40,04/11/2005 12:41,32,32,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],61
37642,g209g5Vve6,"Unit CTA1_12, Section CTA1_12-4",SYSFB22,1,R1C1,14/12/2005 12:22,14/12/2005 12:23,14/12/2005 12:23,14/12/2005 12:23,16,16,,1,0,0,1,,
38196,g209g5Vve6,"Unit ES_05, Section ES_05-11",LIT87,1,12y = 1-a*x,25/01/2006 12:27,25/01/2006 12:27,25/01/2006 12:27,25/01/2006 12:27,11,,11,0,0,3,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",279
38553,g209g5Vve6,"Unit CTA1_14, Section CTA1_14-4",2PTFB16,3,R5C1,17/02/2006 12:27,17/02/2006 12:27,17/02/2006 12:27,17/02/2006 12:27,3,3,,1,0,0,1,Entering a given,205
38923,g209g5Vve6,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YGT-4X-10,1,GraphChoice1,01/03/2006 12:41,01/03/2006 12:41,01/03/2006 12:41,01/03/2006 12:41,2,2,,1,0,0,1,,
39308,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYSFB06,1,ValidEquations,31/03/2006 12:22,31/03/2006 12:23,31/03/2006 12:23,31/03/2006 12:23,25,25,,1,0,0,2,,
39522,g209g5Vve6,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE2TRE,1,R4C2,19/04/2006 12:21,19/04/2006 12:21,19/04/2006 12:21,19/04/2006 12:21,5,,5,0,1,0,1,"Using simple numbers~~Using small numbers~~Find Y, positive slope~~Entering a computed linear value",254~~204~~24~~45
39718,g209g5Vve6,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1",EG-FACTOR02,1,FQCheckButton,28/04/2006 12:44,28/04/2006 12:44,28/04/2006 12:44,28/04/2006 12:44,2,2,,1,0,0,1,,
40101,g209g5Vve6,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR06,1,num2-factor-node,10/05/2006 12:29,10/05/2006 12:29,10/05/2006 12:29,10/05/2006 12:29,10,10,,1,0,0,1,qft-num2-sp,17
40437,g209g5Vve6,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD5TRE,1,R7C1,26/05/2006 12:35,26/05/2006 12:36,,26/05/2006 12:47,501.5,,501.5,0,38,9,0,Entering a computed linear value,80
40588,iyLqACAFyl,"Unit CTA1_01, Section CTA1_01-2",BH1T22C,1,R5C2,07/09/2005 12:52,07/09/2005 12:52,07/09/2005 12:52,07/09/2005 12:52,11,,11,0,1,0,1,"Find Y, Simple~~Using simple numbers~~Using small numbers",5~~7~~7
40933,iyLqACAFyl,"Unit CTA1_14, Section CTA1_14-4",TPH11,1,R3C2,30/09/2005 12:34,30/09/2005 12:34,30/09/2005 12:34,30/09/2005 12:34,24,24,,1,0,0,1,"Using small numbers~~Using difficult numbers~~Write expression, initial and point",39~~17~~11
41272,iyLqACAFyl,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YGE4X-11,1,Slope1,14/10/2005 12:46,14/10/2005 12:46,14/10/2005 12:46,14/10/2005 12:46,3,3,,1,0,0,1,"Negative Constant, SIF~~Entering slope, SIF",15~~10
41448,iyLqACAFyl,"Unit CTA1_15, Section CTA1_15-3",SYSFB10,1,R5C3,28/10/2005 12:32,28/10/2005 12:32,28/10/2005 12:32,28/10/2005 12:32,6,6,,1,0,0,1,Entering a given,134
41667,iyLqACAFyl,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE7TRE,2,R7C1,,16/11/2005 12:29,16/11/2005 12:29,16/11/2005 12:29,,,,1,0,0,1,Entering a computed linear value,21
41757,iyLqACAFyl,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR34,1,di-expr,18/11/2005 12:34,18/11/2005 12:35,18/11/2005 12:35,18/11/2005 12:35,50,50,,1,0,0,1,,
42111,iyLqACAFyl,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR07,1,(-9+sqrt(9^2-4*1*20))/(2*1) = x,07/12/2005 12:24,07/12/2005 12:24,07/12/2005 12:24,07/12/2005 12:24,5,5,,1,0,0,1,,
42552,iyLqACAFyl,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD3TRE,1,R8C1,04/01/2006 12:26,04/01/2006 12:27,04/01/2006 12:27,04/01/2006 12:27,44,44,,1,0,0,1,Entering a given~~Entering a given linear value,225~~36
42587,iyLqACAFyl,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS03,1,(2(x^5)(y^4))(y^2),04/01/2006 12:35,04/01/2006 12:35,04/01/2006 12:35,04/01/2006 12:35,11,11,,1,0,0,1,,
42683,iyLqACAFyl,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS01-FIXED,1,row3-N-x,06/01/2006 12:20,06/01/2006 12:20,06/01/2006 12:20,06/01/2006 12:20,9,9,,1,0,0,1,,
42964,iyLqACAFyl,"Unit CTA1_20, Section CTA1_20-2",2PTFB22,1,4.8X = 48,20/01/2006 12:36,20/01/2006 12:38,20/01/2006 12:38,20/01/2006 12:38,113,113,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",62~~119
43247,iyLqACAFyl,"Unit CTA1_21, Section CTA1_21-3",JAN07,2,yScale,10/02/2006 12:36,10/02/2006 12:36,10/02/2006 12:36,10/02/2006 12:52,62,62,,1,0,0,8,Changing axis intervals,34
43424,iyLqACAFyl,"Unit CTA1_22, Section CTA1_22-1",SYSFB07,2,Intersection 1 X,29/03/2006 12:23,29/03/2006 12:24,29/03/2006 12:24,29/03/2006 12:24,21,21,,1,0,0,1,Labelling point of intersection,27
43448,iyLqACAFyl,"Unit ES_06, Section ES_06-1",EG63,2,-79.87+99.08x*(-86/(80x)-93.22) = -52.14(x-80.17)+62.61,29/03/2006 12:35,29/03/2006 12:36,29/03/2006 12:36,29/03/2006 12:36,79,79,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",13
43534,iyLqACAFyl,"Unit CTA1_24, Section CTA1_24-1",NOV05,1,27.5X = 206.25,31/03/2006 12:34,31/03/2006 12:34,31/03/2006 12:34,31/03/2006 12:34,6,6,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",86~~158
43669,iyLqACAFyl,"Unit CTA1_25, Section CTA1_25-1",PERCENT09,1,xMin,07/04/2006 12:25,07/04/2006 12:25,07/04/2006 12:25,07/04/2006 12:25,9,9,,1,0,0,1,Changing axis bounds,96
43944,l8kuAhlIWI,"Unit ES_02, Section ES_02-10",EG44,3,-2 = -10/x,03/10/2005 13:36,03/10/2005 13:36,03/10/2005 13:36,03/10/2005 13:36,21,21,,1,0,0,1,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",10
44047,l8kuAhlIWI,"Unit CTA1_13, Section CTA1_13-1",PROP02,2,R7C1,14/10/2005 12:40,14/10/2005 12:40,14/10/2005 12:40,14/10/2005 12:40,11,11,,1,0,0,1,Entering a given,31
44877,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR2,3,xMin,03/05/2006 13:57,03/05/2006 13:57,03/05/2006 13:57,03/05/2006 13:57,23,23,,1,0,0,1,Changing axis bounds,119
45036,l8kuAhlIWI,"Unit ES_03, Section ES_03-4",EG48A,3,-6 = 45y,05/06/2006 14:13,05/06/2006 14:14,05/06/2006 14:14,05/06/2006 14:14,49,49,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",69~~121
45142,QER9PsCgBT,"Unit CTA1_01, Section CTA1_01-2",BH1T24A,1,R4C1,07/09/2005 12:48,07/09/2005 12:48,07/09/2005 12:48,07/09/2005 12:48,5,5,,1,0,0,1,"Entering a given~~Convert unit, standard",9~~1
45312,QER9PsCgBT,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YLE-3X-13,1,xMin,14/09/2005 12:22,14/09/2005 12:22,14/09/2005 12:22,14/09/2005 12:22,2,2,,1,0,0,1,,
45635,QER9PsCgBT,"Unit CTA1_15, Section CTA1_15-3",SYS07,1,R1C2,21/09/2005 12:43,21/09/2005 12:44,21/09/2005 12:44,21/09/2005 12:44,19,19,,1,0,0,1,,
45762,QER9PsCgBT,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE8TRE,1,yMax,23/09/2005 12:34,23/09/2005 12:34,23/09/2005 12:34,23/09/2005 12:34,7,7,,1,0,0,2,Changing axis bounds,48
45875,QER9PsCgBT,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1",EG-FACTOR09,1,a-factor-1,28/09/2005 12:29,28/09/2005 12:29,28/09/2005 12:29,28/09/2005 12:29,4,4,,1,0,0,2,,
46084,QER9PsCgBT,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR04,2,den1-factor-node,29/09/2005 12:36,29/09/2005 12:36,29/09/2005 12:36,29/09/2005 12:36,3,3,,1,0,0,1,qft-den-sp,8
46320,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD4TRE,2,R10C1,30/09/2005 12:49,30/09/2005 12:49,30/09/2005 12:50,30/09/2005 12:50,35,,35,0,0,1,1,Entering a computed linear value,48
46520,QER9PsCgBT,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS03,1,x1R1,05/10/2005 12:48,05/10/2005 12:48,05/10/2005 12:48,05/10/2005 12:48,1,1,,1,0,0,1,,
46740,QER9PsCgBT,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2",EG-EQS07,4,(4y^3)/y^3,07/10/2005 12:30,07/10/2005 12:30,07/10/2005 12:30,07/10/2005 12:32,33,33,,1,0,0,3,,
46975,QER9PsCgBT,"Unit CTA1_20, Section CTA1_20-2",1PTFB10,1,R2C1,11/10/2005 14:11,11/10/2005 14:11,11/10/2005 14:11,11/10/2005 14:11,7,7,,1,0,0,1,Identifying units,65
47189,QER9PsCgBT,"Unit CTA1_21, Section CTA1_21-3",DEC06,1,R1C1,12/10/2005 12:43,12/10/2005 12:44,12/10/2005 12:44,12/10/2005 12:44,26,26,,1,0,0,1,,
47421,QER9PsCgBT,"Unit CTA1_22, Section CTA1_22-1",SYS19,1,Intersection 1 X,13/10/2005 14:11,13/10/2005 14:11,13/10/2005 14:11,13/10/2005 14:11,10,10,,1,0,0,1,Labelling point of intersection,25
47450,QER9PsCgBT,"Unit ES_06, Section ES_06-1",EG63,2,68.5025 = -547.9152+222.8554x,14/10/2005 12:19,14/10/2005 12:20,14/10/2005 12:20,14/10/2005 12:20,8,8,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",65~~16
47540,QER9PsCgBT,"Unit CTA1_24, Section CTA1_24-1",REAL06,1,R7C1,14/10/2005 12:34,14/10/2005 12:35,14/10/2005 12:35,14/10/2005 12:35,4,4,,1,0,0,1,"Using small numbers~~Find X, Simple~~Using difficult numbers",134~~10~~77
47732,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",DEC07,1,R3C2,19/10/2005 12:28,19/10/2005 12:28,19/10/2005 12:28,19/10/2005 12:28,7,7,,1,0,0,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",163~~50~~98
47867,QER9PsCgBT,"Unit CTA1_26, Section CTA1_26-1",BH1T06,1,yMax,19/10/2005 12:47,19/10/2005 12:47,19/10/2005 12:47,19/10/2005 12:47,16,,16,0,4,1,2,Changing axis bounds,158
47984,QER9PsCgBT,"Unit CTA1_27, Section CTA1_27-1",PROP14,1,R3C1,21/10/2005 12:19,21/10/2005 12:19,21/10/2005 12:19,21/10/2005 12:19,3,3,,1,0,0,1,Define Variable,84
48754,QER9PsCgBT,"Unit QuadLinearFuncTrans, Section QLFuncTrans9",TRANSFORMN002,1,ParentCurveChoice,24/10/2005 13:59,24/10/2005 13:59,24/10/2005 13:59,24/10/2005 13:59,1,1,,1,0,0,1,Identify Parent Curve,74
49137,Ugr5eIIEf0,"Unit CTA1_01, Section CTA1_01-1",LDEMO_WKST,1,R5C2,07/09/2005 12:51,07/09/2005 12:51,07/09/2005 12:51,07/09/2005 12:51,30,30,,1,0,0,1,"Find Y, Simple~~Using simple numbers~~Using small numbers",2~~2~~2
49318,Ugr5eIIEf0,"Unit ES_05, Section ES_05-8",EG61,1,x1R1,14/09/2005 12:36,14/09/2005 12:36,14/09/2005 12:36,14/09/2005 12:36,4,4,,1,0,0,1,,
49946,Ugr5eIIEf0,"Unit CTA1_14, Section CTA1_14-4",2PTFB16,1,R1C1,28/09/2005 13:57,28/09/2005 13:57,28/09/2005 13:57,28/09/2005 13:57,47,,47,0,1,0,1,,
50144,Ugr5eIIEf0,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",P-3X-YLT6,1,Formula 1 XIntercept,03/10/2005 11:31,03/10/2005 11:31,03/10/2005 11:31,03/10/2005 11:31,6,6,,1,0,0,1,Placing coordinate point,31
50540,Ugr5eIIEf0,"Unit CTA1_15, Section CTA1_15-3",SYS07,1,R5C1,12/10/2005 14:16,12/10/2005 14:16,12/10/2005 14:16,12/10/2005 14:16,7,7,,1,0,0,1,"Using simple numbers~~Using large numbers~~Find X, negative slope",102~~66~~29
50797,Ugr5eIIEf0,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE2TRE,2,R5C3,20/10/2005 11:26,20/10/2005 11:26,20/10/2005 11:26,20/10/2005 11:26,6,6,,1,0,0,1,"Using simple numbers~~Using small numbers~~Find Y, any form~~Entering a computed quadratic value",147~~105~~10~~10
50981,Ugr5eIIEf0,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR23,1,x^2+5x+4,21/10/2005 14:00,21/10/2005 14:01,21/10/2005 14:01,21/10/2005 14:01,16,16,,1,0,0,1,,
51300,Ugr5eIIEf0,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR05,1,(-10+8)/2 = x,24/10/2005 11:51,24/10/2005 11:51,24/10/2005 11:51,24/10/2005 11:51,2,2,,1,0,0,1,"[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",55
52021,Ugr5eIIEf0,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD10TRE,2,b-factor-node,28/10/2005 13:43,28/10/2005 13:43,28/10/2005 13:43,28/10/2005 13:46,7,7,,1,0,0,2,,
